Percent mass remaining in Litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent nitrogen mass remaining in litterbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent phosphorus mass remaining in litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter type,Block,Plot,Position,Months,Percent P mass remaining,,,,Litter type,,Block,Plot,Position,Months,,Percent P mass remaining
turkey oak,C,6,Buried,24,21.65,,,,turkey oak,B,5,Surface,24,53.05,,,,pine,B,12,Buried,24,53.3,,,,pine,B,6,Surface,24,62.22,,,,Mixed,B,11,Buried,24,24.47,,,,Mixed,C,1,Surface,24,51.7,,,,turkey oak,C,6,Buried,24,26.59,,,,turkey oak,B,5,Surface,24,91.57,,,,,,,,,,,,,pine,B,6,Surface,24,129.93,,,,Mixed,C,4,Buried,24,45.08,,,,Mixed,C,1,Surface,24,74.6,,,,turkey oak,B,11,Buried,36,20.03,,,,turkey oak,C,12,Surface,24,52.96,,,,pine,C,11,Buried,24,6.96,,,,pine,B,8,Surface,36,54.25,,,,Mixed,A,12,Buried,48,45.89,,,,Mixed,,A,3,Surface,48,,56.14
turkey oak,C,7,Buried,24,16.1,,,,turkey oak,B,6,Surface,24,75.42,,,,,,,,,,,,,pine,B,7,Surface,24,70.74,,,,Mixed,B,12,Buried,24,34.82,,,,Mixed,C,2,Surface,24,52.28,,,,turkey oak,C,7,Buried,24,9.54,,,,turkey oak,B,6,Surface,24,95.01,,,,pine,C,1,Buried,24,75.3,,,,pine,B,7,Surface,24,103.4,,,,Mixed,C,6,Buried,24,25.14,,,,Mixed,C,2,Surface,24,88.05,,,,turkey oak,B,12,Buried,36,20.28,,,,,,,,,,,,,pine,C,12,Buried,24,23.04,,,,pine,B,9,Surface,36,30.17,,,,,,,,,,,,,Mixed,,A,4,Surface,48,,66.95
turkey oak,C,8,Buried,24,32.11,,,,turkey oak,B,7,Surface,24,60,,,,pine,C,1,Buried,24,45.18,,,,pine,B,8,Surface,24,75.86,,,,,,,,,,,,,Mixed,C,3,Surface,24,52.3,,,,turkey oak,C,8,Buried,24,37.4,,,,turkey oak,B,7,Surface,24,97.02,,,,pine,C,2,Buried,24,97.75,,,,pine,B,8,Surface,24,98.34,,,,Mixed,C,9,Buried,24,55.36,,,,Mixed,C,3,Surface,24,150.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pine,B,10,Surface,36,83.89,,,,,,,,,,,,,Mixed,,A,5,Surface,48,,46.73
turkey oak,C,9,Buried,24,17.01,,,,turkey oak,B,8,Surface,24,62.28,,,,pine,C,2,Buried,24,65.23,,,,pine,B,9,Surface,24,69.09,,,,Mixed,C,1,Buried,24,32,,,,Mixed,C,4,Surface,24,51.45,,,,turkey oak,C,9,Buried,24,28.4,,,,turkey oak,B,8,Surface,24,113.66,,,,pine,C,3,Buried,24,88.89,,,,pine,B,9,Surface,24,116.13,,,,Mixed,C,12,Buried,24,36.6,,,,Mixed,C,4,Surface,24,78.14,,,,turkey oak,C,1,Buried,36,22.43,,,,turkey oak,A,1,Surface,36,42.88,,,,,,,,,,,,,pine,B,11,Surface,36,67.74,,,,,,,,,,,,,Mixed,,A,7,Surface,48,,90.85
turkey oak,C,10,Buried,24,13.9,,,,turkey oak,B,9,Surface,24,68.78,,,,pine,C,3,Buried,24,69.8,,,,pine,B,10,Surface,24,67.4,,,,Mixed,C,4,Buried,24,35.04,,,,Mixed,C,5,Surface,24,67.24,,,,turkey oak,C,10,Buried,24,13.23,,,,turkey oak,B,9,Surface,24,116.84,,,,pine,C,4,Buried,24,52.16,,,,pine,B,10,Surface,24,87.76,,,,Mixed,A,8,Buried,36,43.54,,,,Mixed,C,5,Surface,24,84.46,,,,turkey oak,C,4,Buried,36,32.68,,,,turkey oak,A,2,Surface,36,36.94,,,,pine,A,5,Buried,36,46.83,,,,pine,B,12,Surface,36,60.12,,,,,,,,,,,,,Mixed,,A,8,Surface,48,,29.88
turkey oak,C,11,Buried,24,14.99,,,,turkey oak,B,10,Surface,24,58.63,,,,pine,C,4,Buried,24,36.32,,,,pine,B,12,Surface,24,67.87,,,,Mixed,C,6,Buried,24,18.8,,,,Mixed,C,6,Surface,24,54.37,,,,turkey oak,C,11,Buried,24,14.39,,,,turkey oak,B,10,Surface,24,99.17,,,,pine,C,5,Buried,24,45.11,,,,pine,B,12,Surface,24,115.25,,,,Mixed,A,10,Buried,36,23.84,,,,Mixed,C,6,Surface,24,93.03,,,,turkey oak,C,12,Buried,36,16.86,,,,turkey oak,A,3,Surface,36,37.21,,,,pine,A,7,Buried,36,16.69,,,,,,,,,,,,,,,,,,,,,,Mixed,,A,9,Surface,48,,85.18
turkey oak,C,12,Buried,24,12.41,,,,turkey oak,B,10,Surface,24,64.09,,,,pine,C,5,Buried,24,23.02,,,,,,,,,,,,,Mixed,C,9,Buried,24,41.22,,,,Mixed,C,7,Surface,24,65.06,,,,turkey oak,C,12,Buried,24,13.21,,,,turkey oak,B,10,Surface,24,106.21,,,,pine,C,6,Buried,24,27.68,,,,,,,,,,,,,Mixed,A,7,Buried,48,25.87,,,,Mixed,C,7,Surface,24,117.51,,,,,,,,,,,,,turkey oak,A,4,Surface,36,30.14,,,,pine,A,11,Buried,36,73.8,,,,pine,C,3,Surface,36,24.17,,,,,,,,,,,,,Mixed,,A,10,Surface,48,,21.34
,,,,,,,,,turkey oak,B,12,Surface,24,60.39,,,,pine,C,6,Buried,24,16.03,,,,pine,C,1,Surface,24,63.26,,,,Mixed,C,12,Buried,24,32.77,,,,Mixed,C,8,Surface,24,60.83,,,,,,,,,,,,,turkey oak,B,12,Surface,24,105.96,,,,pine,C,7,Buried,24,31.25,,,,pine,C,1,Surface,24,98.04,,,,Mixed,A,12,Buried,48,27.02,,,,Mixed,C,8,Surface,24,83.64,,,,,,,,,,,,,turkey oak,A,5,Surface,36,58.07,,,,pine,A,12,Buried,36,30.98,,,,pine,C,4,Surface,36,42.7,,,,,,,,,,,,,Mixed,,A,11,Surface,48,,47.69
,,,,,,,,,,,,,,,,,,pine,C,7,Buried,24,23.34,,,,pine,C,2,Surface,24,67.4,,,,,,,,,,,,,Mixed,C,9,Surface,24,59.36,,,,,,,,,,,,,,,,,,,,,,pine,C,8,Buried,24,46.9,,,,pine,C,2,Surface,24,95.43,,,,,,,,,,,,,Mixed,C,9,Surface,24,86.61,,,,turkey oak,A,4,Buried,48,29.96,,,,turkey oak,A,6,Surface,36,44.54,,,,,,,,,,,,,pine,C,5,Surface,36,148.92,,,,,,,,,,,,,Mixed,,A,12,Surface,48,,142.59
turkey oak,A,3,Buried,36,23,,,,turkey oak,C,1,Surface,24,50.9,,,,pine,C,8,Buried,24,36.74,,,,pine,C,3,Surface,24,69.66,,,,,,,,,,,,,Mixed,C,11,Surface,24,56.65,,,,turkey oak,A,3,Buried,36,18.28,,,,turkey oak,C,1,Surface,24,97.64,,,,pine,C,9,Buried,24,73.66,,,,pine,C,3,Surface,24,89.7,,,,,,,,,,,,,Mixed,C,11,Surface,24,88.15,,,,turkey oak,A,6,Buried,48,20.04,,,,turkey oak,A,7,Surface,36,40.15,,,,pine,B,2,Buried,36,39.69,,,,pine,C,8,Surface,36,112.9,,,,,,,,,,,,,,,,,,,,
turkey oak,A,4,Buried,36,54.08,,,,turkey oak,C,2,Surface,24,61.3,,,,pine,C,9,Buried,24,39.24,,,,pine,C,4,Surface,24,62.69,,,,Mixed,A,8,Buried,36,30.57,,,,Mixed,C,12,Surface,24,63.06,,,,turkey oak,A,4,Buried,36,69.99,,,,turkey oak,C,2,Surface,24,94.72,,,,pine,C,10,Buried,24,21.59,,,,pine,C,4,Surface,24,110.56,,,,,,,,,,,,,Mixed,C,12,Surface,24,96.7,,,,turkey oak,A,6,Buried,48,27.25,,,,turkey oak,A,8,Surface,36,65.06,,,,pine,B,4,Buried,36,30.08,,,,pine,C,9,Surface,36,50.51,,,,,,,,,,,,,Mixed,,B,1,Surface,48,,79.77
turkey oak,A,5,Buried,36,14.98,,,,turkey oak,C,3,Surface,24,60.78,,,,pine,C,10,Buried,24,19.04,,,,pine,C,5,Surface,24,58.36,,,,Mixed,A,10,Buried,36,21.26,,,,,,,,,,,,,turkey oak,A,5,Buried,36,19.28,,,,turkey oak,C,3,Surface,24,88.86,,,,pine,C,11,Buried,24,41.09,,,,pine,C,5,Surface,24,85.13,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,7,Buried,48,29.13,,,,turkey oak,A,9,Surface,36,54.79,,,,pine,B,5,Buried,36,53.9,,,,pine,C,10,Surface,36,40.58,,,,,,,,,,,,,Mixed,,B,2,Surface,48,,12.49
turkey oak,A,6,Buried,36,17.69,,,,turkey oak,C,4,Surface,24,70.53,,,,pine,C,11,Buried,24,30.62,,,,pine,C,6,Surface,24,72.6,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,6,Buried,36,19.34,,,,turkey oak,C,4,Surface,24,101.59,,,,pine,C,12,Buried,24,43.52,,,,pine,C,6,Surface,24,121.01,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,8,Buried,48,17.94,,,,turkey oak,A,10,Surface,36,33.01,,,,pine,B,6,Buried,36,17.27,,,,pine,C,12,Surface,36,117.09,,,,,,,,,,,,,Mixed,,B,3,Surface,48,,29.93
turkey oak,A,8,Buried,36,17.24,,,,turkey oak,C,5,Surface,24,61.07,,,,pine,C,12,Buried,24,33.8,,,,pine,C,7,Surface,24,62.39,,,,,,,,,,,,,Mixed,A,1,Surface,36,51.62,,,,turkey oak,A,8,Buried,36,17.31,,,,turkey oak,C,5,Surface,24,87.18,,,,,,,,,,,,,pine,C,7,Surface,24,110.03,,,,,,,,,,,,,Mixed,A,1,Surface,36,88.14,,,,turkey oak,A,9,Buried,48,15.93,,,,turkey oak,A,11,Surface,36,57.87,,,,pine,B,7,Buried,36,106.73,,,,,,,,,,,,,,,,,,,,,,Mixed,,B,4,Surface,48,,87.71
turkey oak,A,9,Buried,36,24.04,,,,turkey oak,C,6,Surface,24,67.67,,,,,,,,,,,,,pine,C,8,Surface,24,71.32,,,,Mixed,A,7,Buried,48,24.97,,,,Mixed,A,2,Surface,36,54.49,,,,turkey oak,A,9,Buried,36,24.93,,,,turkey oak,C,6,Surface,24,81.46,,,,,,,,,,,,,pine,C,8,Surface,24,102.4,,,,,,,,,,,,,Mixed,A,2,Surface,36,81.16,,,,,,,,,,,,,turkey oak,A,12,Surface,36,30.06,,,,pine,B,9,Buried,36,22.21,,,,,,,,,,,,,,,,,,,,,,Mixed,,B,9,Surface,48,,47.17
turkey oak,A,11,Buried,36,16.81,,,,turkey oak,C,7,Surface,24,58.38,,,,,,,,,,,,,pine,C,9,Surface,24,63.66,,,,Mixed,A,12,Buried,48,19.79,,,,Mixed,A,3,Surface,36,48.83,,,,turkey oak,A,11,Buried,36,28.17,,,,turkey oak,C,7,Surface,24,83.59,,,,pine,A,1,Buried,36,27.96,,,,pine,C,9,Surface,24,100.29,,,,,,,,,,,,,Mixed,A,3,Surface,36,78.85,,,,turkey oak,B,2,Buried,48,28.86,,,,,,,,,,,,,pine,B,10,Buried,36,35.82,,,,pine,A,1,Surface,48,65.86,,,,,,,,,,,,,Mixed,,B,9,Surface,48,,77.67
turkey oak,A,12,Buried,36,26.14,,,,turkey oak,C,8,Surface,24,55.51,,,,pine,A,1,Buried,36,22,,,,pine,C,10,Surface,24,52.37,,,,,,,,,,,,,Mixed,A,4,Surface,36,47.6,,,,turkey oak,A,12,Buried,36,40.2,,,,turkey oak,C,8,Surface,24,80.35,,,,pine,A,5,Buried,36,33.38,,,,pine,C,11,Surface,24,107.08,,,,,,,,,,,,,Mixed,A,4,Surface,36,66.83,,,,turkey oak,B,5,Buried,48,30.16,,,,turkey oak,B,1,Surface,36,53.88,,,,pine,B,11,Buried,36,36.9,,,,pine,A,2,Surface,48,38.81,,,,,,,,,,,,,Mixed,,B,10,Surface,48,,63.75
,,,,,,,,,turkey oak,C,9,Surface,24,62.9,,,,pine,A,5,Buried,36,20.2,,,,pine,C,11,Surface,24,70.78,,,,,,,,,,,,,Mixed,A,5,Surface,36,54.26,,,,,,,,,,,,,turkey oak,C,9,Surface,24,93.67,,,,pine,A,7,Buried,36,26.96,,,,pine,C,12,Surface,24,114.14,,,,,,,,,,,,,Mixed,A,5,Surface,36,86.23,,,,turkey oak,B,8,Buried,48,24.03,,,,turkey oak,B,2,Surface,36,63.56,,,,pine,B,12,Buried,36,62.95,,,,pine,A,3,Surface,48,132.91,,,,,,,,,,,,,,,,,,,,
turkey oak,B,4,Buried,36,9.61,,,,turkey oak,C,10,Surface,24,57.36,,,,pine,A,7,Buried,36,20.4,,,,pine,C,12,Surface,24,71.16,,,,,,,,,,,,,Mixed,A,6,Surface,36,47.06,,,,turkey oak,B,4,Buried,36,9.6,,,,turkey oak,C,10,Surface,24,104.84,,,,pine,A,9,Buried,36,36.5,,,,,,,,,,,,,,,,,,,,,,Mixed,A,6,Surface,36,81.73,,,,turkey oak,B,9,Buried,48,16.81,,,,turkey oak,B,4,Surface,36,47.99,,,,,,,,,,,,,pine,A,4,Surface,48,86.37,,,,,,,,,,,,,Mixed,,C,1,Surface,48,,64.98
turkey oak,B,6,Buried,36,19.13,,,,turkey oak,C,11,Surface,24,56.72,,,,pine,A,9,Buried,36,21.18,,,,,,,,,,,,,,,,,,,,,,Mixed,A,7,Surface,36,40.43,,,,turkey oak,B,6,Buried,36,27.89,,,,turkey oak,C,11,Surface,24,86.51,,,,pine,A,11,Buried,36,65.25,,,,,,,,,,,,,,,,,,,,,,Mixed,A,7,Surface,36,63.28,,,,turkey oak,B,12,Buried,48,20.37,,,,turkey oak,B,5,Surface,36,62.02,,,,pine,C,2,Buried,36,9.56,,,,pine,A,5,Surface,48,86.97,,,,,,,,,,,,,Mixed,,C,10,Surface,48,,10.03
turkey oak,B,7,Buried,36,19.37,,,,turkey oak,C,12,Surface,24,58.85,,,,pine,A,11,Buried,36,42.73,,,,,,,,,,,,,,,,,,,,,,Mixed,A,8,Surface,36,45.2,,,,turkey oak,B,7,Buried,36,18.96,,,,turkey oak,C,12,Surface,24,95.23,,,,pine,A,12,Buried,36,36.46,,,,pine,A,1,Surface,36,93.47,,,,,,,,,,,,,Mixed,A,8,Surface,36,85.93,,,,,,,,,,,,,turkey oak,B,6,Surface,36,85.93,,,,pine,C,3,Buried,36,23.47,,,,pine,A,7,Surface,48,39.8,,,,,,,,,,,,,,,,,,,,
turkey oak,B,8,Buried,36,8.3,,,,,,,,,,,,,pine,A,12,Buried,36,25.24,,,,pine,A,1,Surface,36,60.76,,,,,,,,,,,,,Mixed,A,9,Surface,36,43.11,,,,turkey oak,B,8,Buried,36,6.52,,,,,,,,,,,,,,,,,,,,,,pine,A,3,Surface,36,91.66,,,,,,,,,,,,,Mixed,A,9,Surface,36,81.63,,,,turkey oak,C,3,Buried,48,20.4,,,,turkey oak,B,7,Surface,36,49.9,,,,pine,C,5,Buried,36,11.69,,,,pine,A,8,Surface,48,5.52,,,,,,,,,,,,,,,,,,,,
turkey oak,B,9,Buried,36,16.26,,,,,,,,,,,,,,,,,,,,,,pine,A,3,Surface,36,58.91,,,,,,,,,,,,,Mixed,A,10,Surface,36,51.04,,,,turkey oak,B,9,Buried,36,17.88,,,,,,,,,,,,,pine,B,1,Buried,36,17.28,,,,pine,A,3,Surface,36,120.51,,,,,,,,,,,,,Mixed,A,10,Surface,36,83.37,,,,turkey oak,C,4,Buried,48,20.43,,,,turkey oak,B,8,Surface,36,70.67,,,,pine,C,7,Buried,36,49.91,,,,pine,A,9,Surface,48,53.75,,,,,,,,,,,,,,,,,,,,
turkey oak,B,11,Buried,36,15.81,,,,turkey oak,A,1,Surface,36,44.36,,,,pine,B,1,Buried,36,18.21,,,,pine,A,3,Surface,36,61.05,,,,,,,,,,,,,Mixed,A,11,Surface,36,53.01,,,,turkey oak,B,11,Buried,36,22.87,,,,turkey oak,A,1,Surface,36,74.14,,,,pine,B,2,Buried,36,58.2,,,,pine,A,4,Surface,36,73.33,,,,,,,,,,,,,Mixed,A,11,Surface,36,90.58,,,,turkey oak,C,5,Buried,48,24.49,,,,turkey oak,B,9,Surface,36,30.67,,,,pine,C,10,Buried,36,26.52,,,,pine,A,10,Surface,48,25.66,,,,,,,,,,,,,,,,,,,,
turkey oak,B,11,Buried,36,16.92,,,,turkey oak,A,2,Surface,36,58.33,,,,pine,B,2,Buried,36,22.98,,,,pine,A,4,Surface,36,48.84,,,,,,,,,,,,,,,,,,,,,,turkey oak,B,11,Buried,36,23.58,,,,turkey oak,A,2,Surface,36,86.28,,,,pine,B,4,Buried,36,28.51,,,,pine,A,5,Surface,36,93.54,,,,,,,,,,,,,,,,,,,,,,turkey oak,C,7,Buried,48,37.66,,,,turkey oak,B,11,Surface,36,51.47,,,,,,,,,,,,,pine,A,11,Surface,48,109.73,,,,,,,,,,,,,,,,,,,,
turkey oak,B,12,Buried,36,23.4,,,,turkey oak,A,3,Surface,36,58.76,,,,pine,B,4,Buried,36,13.79,,,,pine,A,5,Surface,36,61.14,,,,,,,,,,,,,Mixed,B,1,Surface,36,45.82,,,,turkey oak,B,12,Buried,36,14.17,,,,turkey oak,A,3,Surface,36,88.85,,,,pine,B,5,Buried,36,36.51,,,,pine,A,6,Surface,36,117.85,,,,,,,,,,,,,Mixed,B,1,Surface,36,77.38,,,,turkey oak,C,11,Buried,48,25.74,,,,turkey oak,B,11,Surface,36,98.09,,,,,,,,,,,,,pine,A,12,Surface,48,27.76,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,turkey oak,A,4,Surface,36,39.31,,,,pine,B,5,Buried,36,20.8,,,,pine,A,6,Surface,36,63.05,,,,,,,,,,,,,Mixed,B,2,Surface,36,49.7,,,,,,,,,,,,,turkey oak,A,4,Surface,36,61.64,,,,pine,B,6,Buried,36,16.35,,,,pine,A,7,Surface,36,85.8,,,,,,,,,,,,,Mixed,B,2,Surface,36,80.79,,,,,,,,,,,,,turkey oak,B,12,Surface,36,65.07,,,,pine,A,2,Buried,48,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey oak,C,1,Buried,36,11.81,,,,turkey oak,A,5,Surface,36,52.79,,,,pine,B,6,Buried,36,20,,,,pine,A,7,Surface,36,65.9,,,,,,,,,,,,,Mixed,B,5,Surface,36,49.13,,,,turkey oak,C,1,Buried,36,15.74,,,,turkey oak,A,5,Surface,36,109.06,,,,pine,B,9,Buried,36,64.27,,,,pine,A,8,Surface,36,99.35,,,,,,,,,,,,,Mixed,B,5,Surface,36,82.6,,,,,,,,,,,,,,,,,,,,,,pine,A,4,Buried,48,30.82,,,,pine,B,1,Surface,48,21.14,,,,,,,,,,,,,,,,,,,,
turkey oak,C,3,Buried,36,8.63,,,,turkey oak,A,6,Surface,36,63.62,,,,pine,B,7,Buried,36,27.3,,,,pine,A,8,Surface,36,55.09,,,,,,,,,,,,,Mixed,B,6,Surface,36,47.34,,,,turkey oak,C,3,Buried,36,8.23,,,,turkey oak,A,6,Surface,36,102.42,,,,pine,B,10,Buried,36,26.38,,,,pine,A,9,Surface,36,72.83,,,,,,,,,,,,,Mixed,B,6,Surface,36,61.84,,,,,,,,,,,,,turkey oak,C,1,Surface,36,66.48,,,,pine,A,8,Buried,48,34.28,,,,pine,B,2,Surface,48,77.42,,,,,,,,,,,,,,,,,,,,
turkey oak,C,4,Buried,36,18.85,,,,turkey oak,A,7,Surface,36,52.37,,,,pine,B,9,Buried,36,40.72,,,,pine,A,9,Surface,36,45.49,,,,,,,,,,,,,Mixed,B,8,Surface,36,52.68,,,,turkey oak,C,4,Buried,36,22.96,,,,turkey oak,A,7,Surface,36,91.45,,,,pine,B,11,Buried,36,47.34,,,,pine,A,10,Surface,36,102.33,,,,,,,,,,,,,Mixed,B,8,Surface,36,149.91,,,,,,,,,,,,,turkey oak,C,2,Surface,36,34.49,,,,pine,A,9,Buried,48,78.31,,,,pine,B,3,Surface,48,121.52,,,,,,,,,,,,,,,,,,,,
turkey oak,C,5,Buried,36,25.1,,,,turkey oak,A,8,Surface,36,47.61,,,,pine,B,10,Buried,36,24.62,,,,pine,A,10,Surface,36,65.66,,,,,,,,,,,,,Mixed,B,9,Surface,36,47.36,,,,turkey oak,C,5,Buried,36,24.35,,,,turkey oak,A,8,Surface,36,86.67,,,,pine,B,12,Buried,36,63.86,,,,pine,A,11,Surface,36,86.03,,,,,,,,,,,,,Mixed,B,9,Surface,36,91.11,,,,,,,,,,,,,turkey oak,C,3,Surface,36,58.91,,,,pine,A,12,Buried,48,25.62,,,,pine,B,4,Surface,48,83.37,,,,,,,,,,,,,,,,,,,,
turkey oak,C,7,Buried,36,1.63,,,,turkey oak,A,9,Surface,36,58.7,,,,pine,B,11,Buried,36,27.06,,,,pine,A,11,Surface,36,50.5,,,,,,,,,,,,,Mixed,B,10,Surface,36,39.83,,,,turkey oak,C,7,Buried,36,0.49,,,,turkey oak,A,9,Surface,36,99.97,,,,,,,,,,,,,pine,A,12,Surface,36,80.17,,,,,,,,,,,,,Mixed,B,10,Surface,36,35.38,,,,,,,,,,,,,turkey oak,C,4,Surface,36,45.56,,,,,,,,,,,,,pine,B,5,Surface,48,95.45,,,,,,,,,,,,,,,,,,,,
turkey oak,C,11,Buried,36,8.76,,,,turkey oak,A,10,Surface,36,33.01,,,,pine,B,12,Buried,36,36.45,,,,pine,A,12,Surface,36,48.77,,,,,,,,,,,,,,,,,,,,,,turkey oak,C,11,Buried,36,5.25,,,,turkey oak,A,10,Surface,36,66.4,,,,pine,C,2,Buried,36,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turkey oak,C,5,Surface,36,47.28,,,,pine,B,2,Buried,48,35.26,,,,pine,B,7,Surface,48,46.72,,,,,,,,,,,,,,,,,,,,
turkey oak,C,12,Buried,36,13.67,,,,turkey oak,A,11,Surface,36,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,C,1,Surface,36,53.9,,,,turkey oak,C,12,Buried,36,21.26,,,,turkey oak,A,11,Surface,36,68.75,,,,pine,C,2,Buried,36,9.51,,,,pine,B,1,Surface,36,99.42,,,,,,,,,,,,,Mixed,C,1,Surface,36,89.97,,,,,,,,,,,,,turkey oak,C,7,Surface,36,24.36,,,,pine,B,5,Buried,48,43.82,,,,pine,B,7,Surface,48,75.17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,turkey oak,A,12,Surface,36,32.21,,,,pine,C,2,Buried,36,7.14,,,,pine,B,1,Surface,36,66.47,,,,,,,,,,,,,Mixed,C,4,Surface,36,42.03,,,,,,,,,,,,,turkey oak,A,12,Surface,36,53.56,,,,pine,C,3,Buried,36,41.24,,,,pine,B,2,Surface,36,103.49,,,,,,,,,,,,,Mixed,C,4,Surface,36,116,,,,,,,,,,,,,turkey oak,C,8,Surface,36,60.68,,,,pine,B,8,Buried,48,21.32,,,,pine,B,8,Surface,48,43.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,pine,C,2,Buried,36,13.14,,,,pine,B,2,Surface,36,60.75,,,,,,,,,,,,,Mixed,C,5,Surface,36,59.62,,,,,,,,,,,,,,,,,,,,,,pine,C,4,Buried,36,11.47,,,,pine,B,4,Surface,36,106.18,,,,,,,,,,,,,Mixed,C,5,Surface,36,85.86,,,,,,,,,,,,,turkey oak,C,9,Surface,36,39.33,,,,pine,B,8,Buried,48,52.41,,,,pine,B,9,Surface,48,51.5,,,,,,,,,,,,,,,,,,,,
turkey oak,A,4,Buried,48,17.98,,,,turkey oak,B,1,Surface,36,39.43,,,,pine,C,3,Buried,36,18.44,,,,pine,B,3,Surface,36,44.76,,,,,,,,,,,,,Mixed,C,7,Surface,36,56.15,,,,turkey oak,A,4,Buried,48,22.26,,,,turkey oak,B,1,Surface,36,76.65,,,,pine,C,5,Buried,36,10.09,,,,pine,B,5,Surface,36,105.68,,,,,,,,,,,,,Mixed,C,7,Surface,36,87.95,,,,,,,,,,,,,turkey oak,C,10,Surface,36,61.45,,,,pine,B,10,Buried,48,69.12,,,,pine,B,10,Surface,48,107.79,,,,,,,,,,,,,,,,,,,,
turkey oak,A,6,Buried,48,18.22,,,,turkey oak,B,2,Surface,36,56.08,,,,pine,C,4,Buried,36,17.65,,,,pine,B,4,Surface,36,63.17,,,,,,,,,,,,,Mixed,C,8,Surface,36,47.07,,,,turkey oak,A,6,Buried,48,22.97,,,,turkey oak,B,2,Surface,36,94.86,,,,pine,C,7,Buried,36,52.42,,,,pine,B,6,Surface,36,107.35,,,,,,,,,,,,,Mixed,C,8,Surface,36,73.18,,,,,,,,,,,,,turkey oak,C,11,Surface,36,62.4,,,,pine,B,12,Buried,48,21.62,,,,pine,B,12,Surface,48,91.85,,,,,,,,,,,,,,,,,,,,
turkey oak,A,6,Buried,48,24.04,,,,turkey oak,B,4,Surface,36,49.65,,,,pine,C,5,Buried,36,6.77,,,,pine,B,5,Surface,36,59.35,,,,,,,,,,,,,Mixed,C,9,Surface,36,52.73,,,,turkey oak,A,6,Buried,48,33.15,,,,turkey oak,B,4,Surface,36,84.62,,,,pine,C,10,Buried,36,98.86,,,,pine,B,8,Surface,36,96.29,,,,,,,,,,,,,Mixed,C,9,Surface,36,91.97,,,,,,,,,,,,,turkey oak,C,12,Surface,36,74.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey oak,A,7,Buried,48,17.84,,,,turkey oak,B,5,Surface,36,48.97,,,,pine,C,7,Buried,36,29.67,,,,pine,B,6,Surface,36,69.14,,,,,,,,,,,,,Mixed,C,10,Surface,36,38.28,,,,turkey oak,A,7,Buried,48,29.2,,,,turkey oak,B,5,Surface,36,79.11,,,,pine,C,11,Buried,36,61.62,,,,pine,B,9,Surface,36,88.25,,,,,,,,,,,,,Mixed,C,10,Surface,36,108.21,,,,,,,,,,,,,,,,,,,,,,pine,C,3,Buried,48,27.76,,,,pine,C,3,Surface,48,117.06,,,,,,,,,,,,,,,,,,,,
